TaxonId,Organismgrupp,Svenska,Latin,R20,ÅGP,Tu,Si,N2,AD,FD,ASF,0.5,PFS,Ca,SV,Sk,Information
1949,Kärlväxter,sankmaskros,Taraxacum pseudosuecicum,Akut hotad CR,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
1950,Kärlväxter,skevmaskros,Taraxacum ruberulum,Akut hotad CR,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i); D
1952,Kärlväxter,österlensmaskros,Taraxacum stellare,Nationellt utdöd RE,,,,,,,,,,,0-0,,
1953,Kärlväxter,lapplandsmaskros,Taraxacum tornense,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v); D1"
1955,Kärlväxter,klittviol,Viola tricolor subsp. curtisii,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2ab(v)
1956,Kärlväxter,smalt ålgräs,Zostera angustifolia,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C1"
1957,Svampar,vedåkerskivling,Agrocybe firma,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
1958,Svampar,lammticka,Albatrellus subrubescens,Sårbar VU,,,,,,,,,,,H-MH,,"Rödlistekriterium 2020: A2c+3c+4c; C2a(i)

Signalvärde: Högt-Mycket högt

Lammticka förekommer huvudsakligen i olika torra tallskogsmiljöer med långvarig kontinuitet av tall, främst sandtallskog och tallskog på marker som innehåller grönsten eller kalkrika mineraler. Svampen är sannollikt en relikt på samtliga växtplatser. Lammticka tål inte en slutavverkning."
1959,Svampar,praktskål,Sowerbyella rhenana,Kunskapsbrist DD,,,,,,,,,,,0-0,,
1960,Svampar,grenskålskinn,Acanthophysium fennicum,Nationellt utdöd RE,,,,,,,,,,,0-0,,
1962,Svampar,vaddporing,Anomoporia kamtschatica,Nära hotad NT,,,,,,,,,,,P-P,,"Rödlistekriterium 2020: A2c+3c+4c; C1

Signalvärde: Påtagligt

Vaddporing är otillräckligt känd men utgör en medelgod naturvårdsart som visar på tallskogar med mer eller mindre kontinuerlig förekomst av liggande murken tallved i olika former. Veden består ofta av lumpade stockar eller stubbar som påverkats av tidigare bränder och därför har kvar delvis kolade partier. Veden ska vara kraftigt nedbruten, brunrötad och ha markkontakt. I sandtallskogar kan fynd av vaddporing tillsammans med andra arter visa på skyddsvärda områden."
1963,Svampar,videticka,Antrodia macra,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
1964,Svampar,honungsticka,Flavidoporia mellita,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
1965,Svampar,citronporing,Antrodiella citrinella,Akut hotad CR,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
1967,Svampar,huldreskål,Arpinia fusispora,Kunskapsbrist DD,,,,,,,,,,,0-0,,
1968,Svampar,grantaggsvamp,Bankera violascens,Nära hotad NT,,,,,,,,,,,P-P,,"Rödlistekriterium 2020: A2c+3c+4c

Signalvärde: Påtagligt

Indikerar långvarig förekomst av äldre gran på kalkrik mark."
1969,Svampar,kantdyna,Biscogniauxia marginata,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
1970,Svampar,skorpdyna,Biscogniauxia nummularia,Kunskapsbrist DD,,,,,,,,,,,0-0,,
1971,Svampar,stor sotdyna,Camarops polysperma,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C1
1973,Svampar,kristallporing,Gelatoporia subvermispora,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
1975,Svampar,liten kandelabersvamp,Artomyces cristatus,Akut hotad CR,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Mycket högt

Indikerar skyddsvärda barrnaturskogar av en viss typ där det kontinuerligt funnits vedsubstrat med fukthållande gamla tallågor (på bördig mark), något som bara kan utvecklas på begränsade platser i skogslandskapet. Tall har på samtliga lokaler mycket långvarig historia och kontinuitet. Liten kandelabersvamp är ytterst sällsynt i hela Nordeuropa."
1976,Svampar,kanelticka,Coltricia cinnamomea,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
1977,Svampar,fläckig saffransspindling,Cortinarius alcalinophilus,Sårbar VU,,,,,,,,,,,P-P,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Påtagligt

Indikerar kalkrika marker. Påträffas huvudsakligen där det föreligger lång kontinuitet av ädellövträd eller hassel."
1978,Svampar,silverfotsspindling,Cortinarius argenteolilacinus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
1979,Svampar,elastisk spindling,Cortinarius camptoros,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
1980,Svampar,porslinsblå spindling,Cortinarius cumatilis,Sårbar VU,,,,x,,,,,,,H-MH,,"Rödlistekriterium 2020: A2c+3c+4c; C2a(i)

Näringsrik granskog (9050)

Signalvärde: Högt-Mycket högt

Indikerar vanligen skyddsvärda kalkgranskogar där det föreligger långvarig kontinuitet av gran på frisk till något fuktig mark. "
1982,Svampar,dysterspindling,Cortinarius ectypus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
1984,Svampar,brunskivig citronspindling,Cortinarius fulvocitrinus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
1985,Svampar,mörkfjällig olivspindling,Cortinarius melanotus,Sårbar VU,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: A2c; C2a(i)

Signalvärde: Mycket högt

Mycket kräsen art som bara förekommer i vissa betespräglade kalktallskogar med långvarig tallkontinuitet samt i exklusiva ädellövskogar på kalk. Indikerar starkt skyddsvärda skogsområden."
1987,Svampar,blomspindling,Cortinarius odoratus,Starkt hotad EN,x,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Mycket högt

Blomspindling är funnen vid exklusiva lokaler vid bok, ek, avenbok och hassel. Indikerar kalkrika marker. Påträffas huvudsakligen där det föreligger lång kontinuitet av aktuellt trädslag."
1989,Svampar,frostspindling,Cortinarius multiformium,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
1990,Svampar,beryllspindling,Cortinarius prasinocyaneus,Starkt hotad EN,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Mycket högt

Indikerar kalkrika marker. Påträffas huvudsakligen vid exklusiva lokaler med lång trädkontinuitet av gammal ek och hassel. "
1991,Svampar,liten rävspindling,Cortinarius pseudovulpinus,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
1992,Svampar,steneksspindling,Cortinarius quercilicis,Sårbar VU,,,,,,,,,,,H-MH,,"Rödlistekriterium 2020: D1

Signalvärde: Högt-Mycket högt

Indikerar vanligen varma, torra och kalkrika marker. Påträffas huvudsakligen där det föreligger lång kontinuitet av ek."
1993,Svampar,sockelspindling,Cortinarius saporatus,Starkt hotad EN,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Mycket högt

Indikerar vanligen kalkrika marker. Påträffas huvudsakligen där det föreligger lång kontinuitet av hassel, bok, ek eller lind. "
1994,Svampar,ametistspindling,Cortinarius sodagnitus,Starkt hotad EN,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Mycket högt

En mycket sällsynt art som bildar mykorrhiza med ek och bok, men förmodligen även med andra lövträd som hassel, lind och avenbok, i ängsekskog och löväng på kalkrik mark."
1995,Svampar,sötdoftande spindling,Cortinarius suaveolens,Starkt hotad EN,x,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Mycket högt

Indikerar vanligen kalkrika marker och påträffas huvudsakligen där det föreligger lång kontinuitet av bok, ek, lind och/eller hassel. Arten är mycket sällsynt. Sötdoftande spindling omfattas av ett särskilt åtgärdsprogram (ÅGP)."
1996,Svampar,lövklubbspindling,Cortinarius variiformis,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
1997,Svampar,gulgrön spindling,Cortinarius xanthochlorus,Starkt hotad EN,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Mycket högt

Ytterst sällsynt art som i Sverige enbart är påträffad på Öland och i Uppland. Indikerar kalkrika marker. Påträffas huvudsakligen där det föreligger lång kontinuitet av aktuellt trädslag. "
1998,Svampar,rosenpuderskivling,Cystolepiota moelleri,Sårbar VU,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: D1

Signalvärde: Mycket högt

Indikerar näringsrika och kvävehaltiga mulljordar med höga pH-värden i varma men ändå fuktiga lägen. Växtmiljön utgörs vanligen av äldre lövsuccession."
1999,Svampar,sammetsmusseron,Dermoloma pseudocuneifolium,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2c; C1+2a(i)
2000,Svampar,ungersk hjorttryffel,Elaphomyces virgatosporus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2001,Svampar,isabellnopping,Entoloma carneogriseum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
2002,Svampar,striprödling,Entoloma scabiosum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2006,Svampar,småsporig flockskivling,Floccularia rickenii,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
2007,Svampar,mörk jordstjärna,Geastrum coronatum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2008,Svampar,fyrflikig jordstjärna,Geastrum quadrifidum,Nära hotad NT,,,,x,,,,,,,0-0,,"Rödlistekriterium 2020: A2c+3c+4c

Näringsrik granskog (9050)"
2011,Svampar,strandjordtunga,Geoglossum littorale,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2ab(iii); D1
2012,Svampar,tryffelmurkla,Geopora cooperi,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2013,Svampar,kolticka,Griseoporia carbonaria,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2014,Svampar,koralltaggsvamp,Hericium coralloides,Nära hotad NT,,,,x,,,,,,,P-P,,"Rödlistekriterium 2020: A2c+3c+4c

Taiga (9010)

Signalvärde: Påtagligt

Påträffas i olika skogstyper från norr till söder men nästan enbart i områden med höga naturvärden. Indikerar normalt skogar i en sen successionsfas som haft ett långvarigt inslag av gamla grova lövträd samt med döende och döda träd. "
2015,Svampar,vit taggsvamp,Hydnum albidum,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2c+3c+4c; C2a(i)
2016,Svampar,kalkvaxskivling,Hygrocybe calciphila,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C1+2a(i)
2019,Svampar,rödbrun bokvaxskivling,Hygrophorus unicolor,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2020,Svampar,rödhättingssnylting,Hypomyces porphyreus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2021,Svampar,jättetråding,Inocybe fibrosa,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
2022,Svampar,balsamtråding,Inocybe tricolor,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2023,Svampar,sydlig sotticka,Ischnoderma resinosum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2025,Svampar,fransig ockraporing,Steccherinum lacerum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2026,Svampar,dynlaxskivling,Laccaria maritima,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2028,Svampar,pelargonriska,Lactarius decipiens,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2029,Svampar,gul lilariska,Lactarius flavidus,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2030,Svampar,olivfjällskivling,Lepiota forquignonii,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2031,Svampar,purpurbrun giftfjällskivling,Lepiota lilacea,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2032,Svampar,liten spärrfjällskivling,Echinoderma pseudoasperulum,Sårbar VU,,,,,,,,,,,MH-MH,,"Rödlistekriterium 2020: D1

Signalvärde: Mycket högt

Indikerar normalt näringsrika och kvävehaltiga mulljordar med höga pH-värden i varma men ändå fuktiga lägen. Växtmiljön utgörs vanligen av äldre lövsuccession."
2033,Svampar,dvärgfjällskivling,Lepiota echinella,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2034,Svampar,luddfjällskivling,Lepiota tomentella,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2035,Svampar,lundröksvamp,Lycoperdon atropurpureum,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2036,Svampar,stinkande slemtryffel,Melanogaster ambiguus,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2039,Svampar,balsamticka,Postia balsamea,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
2040,Svampar,skinnporing,Antrodia mappa,Kunskapsbrist DD,,,,,,,,,,,0-0,,
2041,Svampar,sprödporing,Postia hibernica,Kunskapsbrist DD,,,,,,,,,,,0-0,,
2042,Svampar,kromporing,Perenniporia tenuis,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
2043,Svampar,kärrtofsskivling,Pholiota henningsii,Kunskapsbrist DD,,,,,,,,,,x,O-O,,"Signalvärde: Obestämt

Indikerar värdefulla rikkärrsbiotoper."
2045,Svampar,slöjmussling,Pleurotus calyptratus,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
2046,Svampar,vit aspticka,Favolus pseudobetulinus,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2047,Svampar,narrporing,Aporpium canescens,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2049,Svampar,praktfingersvamp,Ramaria subbotrytis,Sårbar VU,,,,,,,,,,,H-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Högt-Mycket högt

Arten är värmeälskande och växer sällsynt i exklusiva lövskogar och lundar på kalkrik mark under ek, bok, avenbok och hassel. Förekommer normalt mycket lång kontinuitet av olika ädellövträd och/eller hassel. "
2051,Svampar,rotfingersvamp,Ramaria boreimaxima,Sårbar VU,,,,,,,,,,,H-MH,,"Rödlistekriterium 2020: A2c+3c+4c

Signalvärde: Högt-Mycket högt

Indikerar oftast äldre sandtallskog med lång trädkontinuitet och miljöer som är präglade av naturbränder. Arten är sällsynt, men sannolikt också förbisedd."
2054,Svampar,kortfotkremla,Russula curtipes,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2055,Svampar,olivinkremla,Russula olivina,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2c+3c+4c
2056,Svampar,liten ekkremla,Russula rutila,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2057,Svampar,sandkremla,Russula torulosa,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2058,Svampar,koppartaggsvamp,Hydnellum lundellii,Sårbar VU,,,,,,,,,,,P-H,,"Rödlistekriterium 2020: A2c+3c+4c

Signalvärde: Påtagligt-Högt

Indikerar normalt kalkrik mark med lång trädkontinuitet av gran."
2059,Svampar,skrovlig taggsvamp,Hydnellum scabrosum,Nära hotad NT,,,,,,,,,,,P-P,,"Rödlistekriterium 2020: A2c+3c+4c

Signalvärde: Påtagligt

Indikerar oftast skyddsvärda sandtallskogar med långvarig trädkontinuitet. Områden där flera arter taggsvampar förekommer är särskilt skyddsvärda."
2060,Svampar,rödbrun rottryffel,Scleroderma cepa,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2062,Svampar,ulltickeporing,Skeletocutis brevispora,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C1
2063,Svampar,grantickeporing,Skeletocutis chrysella,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C1
2064,Svampar,kilporing,Skeletocutis kuehneri,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C1
2065,Svampar,gulfläcksticka,Skeletocutis cummata,Kunskapsbrist DD,,,,,,,,,,,0-0,,
2067,Svampar,blek rotskål,Sowerbyella radiculata,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2069,Svampar,doftknölfoting,Squamanita odorata,Kunskapsbrist DD,,,,,,,,,,,0-0,,
2070,Svampar,grynknölfoting,Squamanita paradoxa,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2071,Svampar,fjällig gallmusseron,Tricholoma bresadolanum,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2072,Svampar,sienamusseron,Tricholoma joachimii,Starkt hotad EN,,,,,,,,,,,H-MH,,"Rödlistekriterium 2020: C2a(i)

Signalvärde: Högt-Mycket högt

I Sverige enbart funnen på Gotland. Arten är värmeälskande och indikerar sannolikt långvarig kontinuitet av tall på kalkrik, gärna sandig mark. "
2074,Svampar,luddhorn,Xylaria corniformis,Starkt hotad EN,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D
2075,Svampar,rutskinn,Xylobolus frustulatus,Nära hotad NT,,,,x,,,,,,,P-P,,"Rödlistekriterium 2020: A2c

Nordlig ädellövskog (9020)

Signalvärde: Påtagligt

Tycks vara mer eller mindre knuten till eklandskap där det föreligger långvarig kontinuitet av gammal grov ek. Svampen är torktålig, växer långsamt och kan troligen leva i decennier i en och samma ekstam."
2076,Kärlväxter,smalruta,Thalictrum simplex subsp. tenuifolium,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A2b; C1+2a(i)
2078,Kärlväxter,gråfingerört,Potentilla incana,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B1ab(v)+2ab(v)
2079,Svampar,nordtagging,Odonticium romellii,Nära hotad NT,,,,,,,,,,,P-P,,"Rödlistekriterium 2020: A2c+3c+4c

Signalvärde: Påtagligt

Nordtagging är en vednedbrytare som växer på multnande lågor av barrved, främst tall. Den föredrar lågor av grövre dimensioner och påträffas främst i relativt solöppen skog. "
2080,Lavar,skorpgelélav,Rostania occultata,Nära hotad NT,,,,,,,,,,,P-P,,"Rödlistekriterium 2020: A2bc+3bc+4bc

Signalvärde: Påtagligt

Skorpgelélav påträffas på gamla, grova lövträd i såväl åldriga barrblandskogar som i jordbrukslandskapet och kulturpräglade skogar. Den är ljusgynnad och kräver åtminstone periodvis hög luftfuktighet. Skorpgelélav är spridd men sällsynt över stora delar av landet. "
2081,Lavar,skrovellav,Lobaria scrobiculata,Nära hotad NT,,,,x,,,,,,,P-H,,"Rödlistekriterium 2020: A2bc+3bc+4bc

Lövängar (6530)

Signalvärde: Påtagligt-Högt

Indikerar halvöppna skogsmiljöer med lång kontinuitet av lövträd och konstant hög och jämn luftfuktighet."
2098,Mossor,kortbladig sylmossa,Pleuridium acuminatum,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(iii,v)"
2111,Mossor,fjälltranmossa,Trematodon brevicollis,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2140,Mossor,brun jökelmossa,Arctoa fulvella,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3c
2141,Mossor,stor jökelmossa,Arctoa hyperborea,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3c; C2a(i)
2142,Mossor,kloborstmossa,Kiaeria falcata,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3c
2164,Mossor,fjällkvastmossa,Dicranum groenlandicum,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: A3c; B2ab(ii,iii,v); C2a(i)"
2179,Mossor,alpin skärbladsmossa,Paraleucobryum enerve,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3c; C2a(i)
2192,Mossor,pygmémossa,Acaulon muticum,Sårbar VU,,,,,,,,,,,O-O,,"Rödlistekriterium 2020: B2ab(iii,v)

Signalvärde: Obestämt

En kortlivad pionjärart på lerig kalkrik mark. Delas ofta upp i två arter eller varieteter. Dålig spridningsförmåga och förekomster kan lätt försvinna genom tillfälliga händelser, gödsling eller igenväxning. "
2231,Mossor,citronkrusmossa,Weissia longifolia,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2251,Mossor,åkerkoppmossa,Entosthodon fascicularis,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: B2ab(iii); C2a(i)
2275,Mossor,fjällbäcksnicka,Pohlia ludwigii,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: A3c; B2ab(ii,iii,v); C2a(i)"
2284,Mossor,trubbnicka,Pohlia obtusifolia,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: A3c; B2ab(ii,iii,v); C2a(i)"
2291,Mossor,rörnicka,Pohlia crudoides,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2294,Mossor,röd puckelmossa,Plagiobryum demissum,Kunskapsbrist DD,,,,,,,,,,x,V-P,,"Signalvärde: Visst-Påtagligt

Växer på död ved av gran och har därför krav på lång kontinuitet av granlågor. "
2296,Mossor,östersjöbryum,Bryum marratii,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,iv,v)"
2301,Mossor,snedbryum,Bryum uliginosum,Kunskapsbrist DD,,,,,,,,,,,0-0,,
2308,Mossor,rosenbryum,Bryum cryophilum,Sårbar VU,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v); C2a(i)"
2317,Mossor,sjöbryum,Bryum knowltonii,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v)"
2318,Mossor,långskaftsbryum,Bryum longisetum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2333,Mossor,uddbryum,Bryum mildeanum,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(iii,v); C2a(i)"
2335,Mossor,klippbryum,Bryum muehlenbeckii,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2363,Mossor,blå stjärnmossa,Mnium blyttii,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3c; C2a(i)
2366,Mossor,fjälluddmossa,Cinclidium arcticum,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: A3c; B2ab(ii,iii,v)"
2373,Mossor,trind trollmossa,Cyrtomnium hymenophyllum,Nära hotad NT,,,,x,,,,,,,0-0,,"Rödlistekriterium 2020: A3c

Alpina kalkgräsmarker (6170)"
2393,Mossor,fjällräffelmossa,Aulacomnium turgidum,Nära hotad NT,,,,x,,,,,,,0-0,,"Rödlistekriterium 2020: A3c

Alpina rishedar (4060)"
2401,Mossor,arktisk rostmossa,Marsupella arctica,Akut hotad CR,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v); C2a(i)"
2402,Mossor,hjälmmossa,Conostomum tetragonum,Nära hotad NT,,,,x,,,,,,,0-0,,"Rödlistekriterium 2020: A3c

Alpina rishedar (4060)"
2405,Mossor,stigrostmossa,Marsupella funckii,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(iii,v)"
2415,Mossor,trådrostmossa,Marsupella boeckii,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: C2a(i)
2422,Mossor,uddtimmia,Timmia comata,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(iii,v)"
2438,Mossor,uddfrostmossa,Marsupella apiculata,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: A3c
2450,Mossor,polarblommossa,Schistidium grandirete,Kunskapsbrist DD,,,,,,,,,,,0-0,,
2457,Mossor,vårtblommossa,Schistidium frisvollianum,Nära hotad NT,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2472,Mossor,dvärgblommossa,Schistidium confertum,Sårbar VU,,,,,,,,,,,0-0,,Rödlistekriterium 2020: D1
2475,Mossor,fjällblommossa,Schistidium venetum,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(iii,v)"
2483,Mossor,gubbmossa,Coscinodon cribrosus,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(iii,v); C2a(i)"
2486,Mossor,vattengrimmia,Grimmia mollis,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: A3c; B2ab(ii,iii,v); C2a(i)"
2487,Mossor,kortskaftad fjällgrimmia,Grimmia triformis,Starkt hotad EN,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(ii,iii,v); C2a(i)"
2489,Mossor,trubbgrimmia,Grimmia unicolor,Nära hotad NT,,,,,,,,,,,0-0,,"Rödlistekriterium 2020: B2ab(iii,v)"
